Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,power_log,Brand,Model
Volkswagen Polo Diesel Trendline 1.2L,Jaipur,2012,65634,Diesel,Manual,First,22.07,1199,73.9,5,11.57,3.5,11.09184913,1.252762968,4.302712828,Volkswagen,Polo
Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,20.63,1198,67.06,5,11.57,2.5,8.699514748,0.916290732,4.205587741,Datsun,GO
Honda Brio S MT,Kolkata,2013,33280,Petrol,Manual,First,19.4,1198,86.8,5,11.57,2.39,10.41271189,0.871293366,4.463606622,Honda,Brio
Mercedes-Benz B Class B180,Delhi,2013,29000,Petrol,Automatic,First,14.8,1595,120.7,5,11.57,11.25,10.27505111,2.420368129,4.793308128,Mercedes-Benz,B
Honda City i DTEC V,Kochi,2015,42831,Diesel,Manual,First,26,1498,98.6,5,11.57,7.11,10.66501742,1.961502244,4.591071262,Honda,City
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2016,90000,Diesel,Manual,First,12.99,2494,100.6,7,11.57,10.9,11.40756495,2.388762789,4.611152258,Toyota,Innova
Maruti Swift VXI Optional,Ahmedabad,2017,24005,Petrol,Manual,First,20.4,1197,81.8,5,11.57,6.2,10.08601742,1.824549292,4.404277244,Maruti,Swift
Mahindra XUV500 W8 2WD,Mumbai,2012,32792,Diesel,Manual,First,15.1,2179,140,7,11.57,7.9,10.39793986,2.066862759,4.941642423,Mahindra,XUV500
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,147898,Diesel,Manual,First,22.7,1498,89.84,5,11.57,4.42,11.90427813,1.486139696,4.49803031,Ford,Ecosport
Toyota Fortuner 4x2 Manual,Mumbai,2012,131765,Diesel,Manual,First,13,2982,168.5,7,11.57,13.5,11.78877531,2.602689685,5.12693575,Toyota,Fortuner
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,2013,65000,Diesel,Automatic,First,21.5,1498,108.5,5,11.57,6.25,11.08214255,1.832581464,4.686750173,Volkswagen,Vento
Ford Figo Diesel Titanium,Jaipur,2010,66123,Diesel,Manual,Second,20,1399,68,5,11.57,2.1,11.09927192,0.741937345,4.219507705,Ford,Figo
BMW X5 xDrive 30d,Mumbai,2015,41000,Diesel,Automatic,First,15.3,2993,258,5,11.57,45,10.62132735,3.80666249,5.552959585,BMW,X5
Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,23550,Diesel,Automatic,First,19.27,2143,167.62,5,11.57,33.66,10.0668811,3.516310189,5.121699513,Mercedes-Benz,New
Honda Brio V MT,Bangalore,2012,45000,Petrol,Manual,Second,19.4,1198,86.8,5,11.57,3.65,10.71441777,1.294727168,4.463606622,Honda,Brio
Hyundai i10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,First,20.36,1197,78.9,5,11.57,2.75,11.00209984,1.011600912,4.368181228,Hyundai,i10
Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,First,17.9,2143,170,5,11.57,42.5,10.70131001,3.749504076,5.135798437,Mercedes-Benz,GLC
Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,18.9,1197,81.86,5,7.39,6.5,6.907755279,1.871802177,4.405010471,Hyundai,Grand
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,17.68,1968,174.33,5,11.57,19,11.04292184,2.944438979,5.160950055,Audi,A6
Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,14.4,1598,103.6,5,11.57,4.45,9.952277717,1.492904096,4.64053733,Volkswagen,Vento
Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,16.6,1998,112,5,11.57,23,9.050758302,3.135494216,4.718498871,Mini,Countryman
Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,Diesel,Manual,First,22.54,1396,88.73,5,11.57,8.35,10.27505111,2.122261539,4.485598051,Hyundai,i20
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,17.68,1968,174.33,5,11.57,22.95,10.59663473,3.133317937,5.160950055,Audi,A6
Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,25.44,936,57.6,5,11.57,1.5,11.38509209,0.405465108,4.053522568,Chevrolet,Beat
Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,13.7,1798,157.75,5,11.57,6.89,10.88812828,1.930071085,5.061011501,Skoda,Superb
Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,17.8,1399,68,5,11.57,1.45,12.28303369,0.371563556,4.219507705,Ford,Fiesta
BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,22.48,1995,190,5,69.47,33.5,10.83958091,3.511545439,5.247024072,BMW,5
Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,12.9,1598,102.5,5,11.57,1.25,11.68266824,0.223143551,4.629862799,Chevrolet,Optra
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,22.07,1199,73.9,5,11.57,4.2,11.05089001,1.435084525,4.302712828,Volkswagen,Polo
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,19.98,1461,108.5,8,11.57,6.75,10.1266311,1.909542505,4.686750173,Renault,Lodgy
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,13,2143,201.1,5,11.57,32,10.52894458,3.465735903,5.303802297,Mercedes-Benz,E-Class
Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,21.4,1197,83.1,5,8.78,7.5,10.11750963,2.014903021,4.420044702,Maruti,Baleno
Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,22.32,1582,126.32,5,11.57,4.6,11.03488966,1.526056303,4.83881837,Hyundai,Verna
Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,19.81,1086,68.05,5,11.57,4.04,10.86551618,1.396244692,4.220242729,Hyundai,i10
Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,15.4,1997,120,7,11.57,10.31,10.94621708,2.333114298,4.787491743,Mahindra,Scorpio
Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,12.7,2179,187.7,5,11.57,55.76,10.49379881,4.021056766,5.234844944,Land,Rover
Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,20,1399,68,5,11.57,2.6,11.69524702,0.955511445,4.219507705,Ford,Figo
Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47,1248,88.5,7,12.74,8.5,10.40426284,2.140066163,4.483002552,Maruti,Ertiga
Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,0,1493,94,5,11.57,2.95,11.00219984,1.08180517,,Honda,City
Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8,1498,98.6,5,11.57,3.5,10.858999,1.252762968,4.591071262,Honda,Amaze
Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,20.36,1197,78.9,5,11.57,3.55,10.68214707,1.266947603,4.368181228,Hyundai,i10
Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8,1498,98.6,5,11.57,3.25,10.81977828,1.178654996,4.591071262,Honda,Amaze
Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5,1896,106,5,11.57,4.5,11.6351431,1.504077397,4.663439094,Skoda,Laura
Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87,1461,83.8,5,11.57,5.35,11.40756495,1.677096561,4.428433007,Renault,Duster
Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45,1493,100,7,10.52,6.5,10.27505111,1.871802177,4.605170186,Mahindra,NuvoSport
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3,1248,88.5,5,11.98,9,9.903487553,2.197224577,4.483002552,Maruti,Vitara
Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6,1197,81.83,5,11.57,6,11.01882585,1.791759469,4.404643925,Hyundai,i20
Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7,1390,85,5,11.57,2.75,11.37892539,1.011600912,4.442651256,Skoda,Fabia
Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64,1193,64.1,5,11.57,1.5,11.16336799,0.405465108,4.160444364,Tata,Indigo
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73,1968,174.33,5,11.57,19.9,11.06824644,2.990719732,5.160950055,Audi,Q3
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.7,1798,177.5,5,11.57,10,11.23848862,2.302585093,5.178970609,Skoda,Octavia
Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59,1364,67.06,5,11.57,3,11.55214618,1.098612289,4.205587741,Toyota,Etios
Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1,1493,94,5,11.57,2.11,10.64544871,0.746687947,,Maruti,Swift
Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8,1595,120.7,5,11.57,11.96,10.52527299,2.481567749,4.793308128,Mercedes-Benz,B
Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4,1498,98.6,5,8.54,3.25,10.71441777,1.178654996,4.591071262,Honda,Amaze
Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32,1582,126.32,5,11.57,4.75,11.67705759,1.558144618,4.83881837,Hyundai,Verna
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46,1461,83.8,5,11.57,5.95,10.30895266,1.78339122,4.428433007,Renault,Duster
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29,1591,121.3,5,11.57,8.15,10.20570103,2.098017927,4.798266816,Hyundai,Creta
Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51,998,67,5,11.57,4.22,9.047821442,1.439835128,4.204692619,Maruti,Wagon
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74,1796,186,5,11.57,10.5,10.32548196,2.351375257,5.225746674,Mercedes-Benz,New
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967,246.7,5,11.57,45,10.93310697,3.80666249,5.508173024,Audi,A8
Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81,1086,68.05,5,11.57,2.9,10.69194491,1.064710737,4.220242729,Hyundai,i10
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598,103.52,5,11.57,8.9,9.259130536,2.186051277,4.639764831,Skoda,Rapid
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798,177.46,5,33.58,26,10.16585182,3.258096538,5.178745231,Skoda,Superb
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197,81.86,5,11.57,8.22,10.13324916,2.106570209,4.405010471,Hyundai,i20
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498,98.6,5,11.57,3.5,11.06663836,1.252762968,4.591071262,Honda,Amaze
Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9,998,67.1,5,11.57,1.25,11.01862914,0.223143551,4.206184044,Maruti,Wagon
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461,65,5,9.12,3.7,11.58058411,1.30833282,4.17438727,Mahindra,Verito
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143,167.62,5,11.57,39.41,10.28058748,3.674019591,5.121699513,Mercedes-Benz,New
Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5,998,67.04,5,5.29,2.65,10.37349118,0.97455964,4.205289456,Maruti,Wagon
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461,108.5,5,11.57,8.92,10.74015049,2.188295947,4.686750173,Nissan,Terrano
Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8,1248,94,5,11.57,4.1,10.75790288,1.410986974,,Maruti,Swift
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998,189.08,4,44.28,35.67,10.17835031,3.574309999,5.242170206,Mini,Cooper
Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0,1498,99,5,11.57,3.6,11.16245978,1.280933845,4.59511985,Ford,Figo
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396,53.5,5,11.57,0.85,12.20607265,-0.162518929,3.979681654,Tata,Indica
Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6,1199,76.8,5,11.57,3.32,11.01555886,1.199964783,4.34120464,Chevrolet,Beat
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5,11.57,3.6,10.71441777,1.280933845,4.302712828,Volkswagen,Polo
Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248,74,5,11.57,6.8,11.06663836,1.916922612,4.304065093,Maruti,Swift
Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20,1399,68.05,5,11.57,2.5,10.62823029,0.916290732,4.220242729,Ford,Figo
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755,171.5,7,20.74,19.64,9.558529412,2.977568303,5.144583267,Toyota,Innova
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199,194.3,7,11.57,7,11.1124479,1.945910149,5.269403356,Hyundai,Santa
Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497,117.3,5,11.74,3.87,10.3912083,1.353254507,4.764734756,Honda,City
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6,1197,81.83,5,11.57,6.27,9.613135252,1.835776355,4.404643925,Hyundai,i20
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143,167.62,5,11.57,18.12,10.93274976,2.897016301,5.121699513,Mercedes-Benz,New
Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44,936,57.6,5,11.57,2.65,11.21182037,0.97455964,4.053522568,Chevrolet,Beat
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54,1396,88.73,5,11.57,7.2,10.94811873,1.974081026,4.485598051,Hyundai,i20
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494,100.6,7,11.57,14.3,11.70663197,2.660259537,4.611152258,Toyota,Innova
Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1248,88.76,7,11.57,6.9,10.858999,1.931521412,4.485936098,Maruti,Ertiga
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494,102,7,11.57,10.75,11.6784399,2.374905755,4.624972813,Toyota,Innova
Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17,1086,94,5,11.57,0.95,11.1844214,-0.051293294,,Hyundai,Santro
Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8,1497,117.3,5,11.57,8.09,10.43161267,2.090628731,4.764734756,Honda,City
BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995,184,5,11.57,18.5,11.31449892,2.917770732,5.214935758,BMW,X1
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24,1120,70,5,11.57,4.75,10.40426284,1.558144618,4.248495242,Hyundai,Grand
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1248,88.5,5,11.57,8.45,10.4341158,2.134166441,4.483002552,Maruti,Ciaz
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598,103.6,5,11.57,3.5,10.91508846,1.252762968,4.64053733,Skoda,Rapid
Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493,82,5,11.57,1.8,11.98628595,0.587786665,4.406719247,Hyundai,Accent
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498,103.6,5,11.57,3.7,11.00209984,1.30833282,4.64053733,Volkswagen,Polo
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199,88.7,5,11.57,7.17,10.81124195,1.969905655,4.485259889,Honda,Jazz
Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086,68.05,5,11.57,1.75,11.32659589,0.559615788,4.220242729,Hyundai,i10
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995,183,5,11.57,21.99,10.84634232,3.090587805,5.209486153,Hyundai,Tucson
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68,2393,147.8,7,25.52,18.65,10.66895539,2.925846146,4.995860009,Toyota,Innova
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796,35,5,11.57,1.85,10.46310334,0.615185639,3.555348061,Maruti,Omni
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197,81.8,5,11.57,5.95,10.23537788,1.78339122,4.404277244,Maruti,Swift
Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197,82,5,11.57,3.75,9.711963785,1.32175584,4.406719247,Hyundai,Grand
Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1248,74,5,11.57,3.75,11.69524702,1.32175584,4.304065093,Maruti,Swift
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22,1582,126.2,5,14.07,2.6,11.87252114,0.955511445,4.83786795,Hyundai,Verna
Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,0,1086,94,5,11.57,1.75,11.50287513,0.559615788,,Hyundai,Santro
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17,1197,80,5,11.57,2.8,10.858999,1.029619417,4.382026635,Hyundai,i20
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987,254.79,5,95.13,61.29,10.30290105,4.115616697,5.540439676,Mercedes-Benz,GLE
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148,170,5,11.57,18,10.95080655,2.890371758,5.135798437,Mercedes-Benz,New
Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248,73.94,5,11.57,4.35,11.39075783,1.470175845,4.303253954,Maruti,Ritz
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582,126.2,5,11.57,13.75,10.23995979,2.621038824,4.83786795,Hyundai,Creta
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19,998,66.1,5,11.57,2,11.1124479,0.693147181,4.191168747,Maruti,A-Star
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64,1461,108.45,5,11.57,10,10.16585182,2.302585093,4.686289237,Renault,Duster
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8,1248,76,5,11.57,1.65,11.69524702,0.500775288,4.33073334,Fiat,Grande
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993,258,5,11.57,45.77,10.85865278,3.823628855,5.552959585,BMW,X3
Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197,78.9,5,11.57,3.25,10.49127422,1.178654996,4.368181228,Hyundai,i10
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8,2494,102,7,11.57,12.8,10.75790288,2.549445171,4.624972813,Toyota,Innova
Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993,60,5,11.57,0.55,11.00209984,-0.597837001,4.094344562,Maruti,Zen
Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248,74,5,11.57,7.15,10.34254861,1.967112357,4.304065093,Maruti,Swift
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05,2179,120,8,11.57,7,11.56171563,1.945910149,4.787491743,Mahindra,Scorpio
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95,1248,74,5,8.34,3.75,11.71095632,1.32175584,4.304065093,Tata,Zest
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88,999,123.24,5,11.57,8.5,10.02989991,2.140066163,4.814133674,Ford,EcoSport
Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248,74,5,11.57,4.35,11.19821472,1.470175845,4.304065093,Maruti,Swift
Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74,796,47.3,5,11.57,3.26,10.38055989,1.181727195,3.856510295,Maruti,Alto
Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17,1497,118,5,11.57,4.21,10.91508846,1.437462648,4.770684624,Honda,City
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967,241.4,7,11.57,70.36,9.3314069,4.25362492,5.486455309,Audi,Q7
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17,1896,105,5,11.57,2.95,10.77895629,1.08180517,4.65396035,Skoda,Laura
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1,1591,121.3,5,11.57,4.28,10.90242682,1.45395301,4.798266816,Hyundai,Verna
Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497,118,5,11.57,3.57,11.27011478,1.272565596,4.770684624,Honda,City
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396,88.8,5,11.57,3.11,10.73639668,1.134622726,4.48638665,Hyundai,i20
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15,1396,98.6,5,11.57,5.96,10.71555046,1.785070481,4.591071262,Hyundai,i20
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598,103.6,5,11.57,4.7,11.14186178,1.547562509,4.64053733,Volkswagen,Vento
Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5,11.57,6.9,10.79957558,1.931521412,4.764734756,Honda,City
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95,1248,74,5,8.34,5.25,10.71441777,1.658228077,4.304065093,Tata,Zest
BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48,1995,177,5,11.57,28,11.06663836,3.33220451,5.176149733,BMW,5
Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9,1061,67,5,11.57,1.35,11.00209984,0.300104592,4.204692619,Maruti,Wagon
Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199,88.7,5,8.85,4.85,11.03775652,1.578978705,4.485259889,Honda,Jazz
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15,1896,105,5,11.57,6.7,10.96830173,1.902107526,4.65396035,Volkswagen,Jetta
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197,78.9,5,11.57,3.1,11.21182037,1.131402111,4.368181228,Hyundai,i10
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143,170,5,11.57,18.64,11.26152389,2.925309809,5.135798437,Mercedes-Benz,New
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36,1197,78.9,5,11.57,2.8,10.72051028,1.029619417,4.368181228,Hyundai,i10
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68,2393,147.8,7,25.4,20.25,10.77895629,3.008154794,4.995860009,Toyota,Innova
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968,174.33,5,11.57,26.78,10.36255662,3.28765534,5.160950055,Audi,A6
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494,100.6,7,11.57,8.26,11.59910316,2.111424588,4.611152258,Toyota,Innova
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198,73.9,5,11.57,3.89,10.37280345,1.358409158,4.302712828,Volkswagen,Polo
Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998,67.1,5,11.57,2.1,11.15625052,0.741937345,4.206184044,Maruti,Alto
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18,1497,117.3,5,16.67,12.69,9.61580548,2.540814282,4.764734756,Honda,City
Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17,1405,70,5,11.57,2.58,10.98762897,0.947789399,4.248495242,Tata,Indigo
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968,174.33,5,11.57,20.77,11.03046051,3.033509638,5.160950055,Audi,A6
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143,136,5,11.57,20.26,10.77895629,3.008648499,4.912654886,Mercedes-Benz,GLA
Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,0,1086,94,5,11.57,1.5,10.96819829,0.405465108,,Hyundai,Santro
Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,17.8,1248,94,5,11.57,2.5,11.00243312,0.916290732,,Maruti,Swift
Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998,67.04,5,11.57,4.25,11.26208949,1.446918983,4.205289456,Maruti,Celerio
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143,201.15,5,79.43,57,10.27505111,4.043051268,5.304050898,Mercedes-Benz,GLE
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179,187.7,5,11.57,44,10.69194491,3.784189634,5.234844944,Land,Rover
